Sr No.,"Date of
460,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3106,"1,00,000",00691,3300196
461,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3105,"1,00,000",00691,3300196
462,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3103,"1,00,000",00691,3300196
463,12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,2586,"1,00,00,000",00691,3627829
464,12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,2603,"1,00,00,000",00691,3627829
465,12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5253,"1,00,00,000",00691,3627829
466,12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5252,"1,00,00,000",00691,3627829
467,12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5255,"1,00,00,000",00691,3627829
468,12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5251,"1,00,00,000",00691,3627829
469,12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5254,"1,00,00,000",00691,3627829
470,12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5257,"1,00,00,000",00691,3627829
471,12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5258,"1,00,00,000",00691,3627829
472,12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,11010,"10,00,000",00691,3300196
473,12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,11004,"10,00,000",00691,3300196
474,12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,11006,"10,00,000",00691,3300196
475,12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,11002,"10,00,000",00691,3300196
476,12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,11008,"10,00,000",00691,3300196
477,12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,772,"10,00,000",00691,3300196
478,12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,774,"10,00,000",00691,3300196
479,12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,770,"10,00,000",00691,3300196
480,12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,766,"10,00,000",00691,3300196
481,12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,768,"10,00,000",00691,3300196
482,12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,7523,"10,00,000",00691,3300196
483,12/Apr/2019,SHIVSENA,*******4444,OC,6639,"1,00,00,000",00300,6283527
484,12/Apr/2019,SHIVSENA,*******4444,OC,6633,"1,00,00,000",00300,6283527
485,12/Apr/2019,SHIVSENA,*******4444,TL,6859,"10,00,000",00300,6283527
486,12/Apr/2019,SHIVSENA,*******4444,TL,6857,"10,00,000",00300,6283527
487,12/Apr/2019,SHIVSENA,*******4444,TL,6861,"10,00,000",00300,6283527
488,12/Apr/2019,SHIVSENA,*******4444,TL,6853,"10,00,000",00300,6283527
489,12/Apr/2019,SHIVSENA,*******4444,TL,6855,"10,00,000",00300,6283527
490,12/Apr/2019,SHIVSENA,*******4444,TL,12332,"10,00,000",00300,6283527
491,12/Apr/2019,SHIVSENA,*******4444,TL,12330,"10,00,000",00300,6283527
492,12/Apr/2019,SHIVSENA,*******4444,TL,12428,"10,00,000",00300,6283527
493,12/Apr/2019,SHIVSENA,*******4444,TL,12426,"10,00,000",00300,6283527
494,12/Apr/2019,SHIVSENA,*******4444,TL,12424,"10,00,000",00300,6283527
495,12/Apr/2019,SHIVSENA,*******4444,TL,12430,"10,00,000",00300,6283527
496,12/Apr/2019,SHIVSENA,*******4444,TL,12422,"10,00,000",00300,6283527
497,12/Apr/2019,SHIVSENA,*******4444,TL,12490,"10,00,000",00300,6283527
498,12/Apr/2019,SHIVSENA,*******4444,TL,12486,"10,00,000",00300,6283527
499,12/Apr/2019,SHIVSENA,*******4444,TL,12495,"10,00,000",00300,6283527
500,12/Apr/2019,SHIVSENA,*******4444,TL,12488,"10,00,000",00300,6283527
501,12/Apr/2019,SHIVSENA,*******4444,TL,12499,"10,00,000",00300,6283527
502,12/Apr/2019,TELUGU DESAM PARTY,*******3067,TL,12011,"10,00,000",00847,3367975
503,12/Apr/2019,TELUGU DESAM PARTY,*******3067,TL,12009,"10,00,000",00847,3367975
504,12/Apr/2019,TELUGU DESAM PARTY,*******3067,TL,12030,"10,00,000",00847,3367975
505,12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,4272,"1,00,00,000",00847,3367975
506,12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,4536,"1,00,00,000",00847,3367975
507,12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,4526,"1,00,00,000",00847,3367975
508,12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,4538,"1,00,00,000",00847,3367975
509,12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,4518,"1,00,00,000",00847,3367975
510,12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,5353,"1,00,00,000",00847,3367975
511,12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,7536,"10,00,000",00847,3367975
512,12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,7538,"10,00,000",00847,3367975
513,12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OL,23624,"1,00,000",00847,3367975
514,12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OL,23620,"1,00,000",00847,3367975
515,12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OL,23618,"1,00,000",00847,3367975
516,12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OL,23622,"1,00,000",00847,3367975
517,12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OL,23626,"1,00,000",00847,3367975
518,15/Apr/2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,OL,162,"1,00,000",00800,2770121
519,15/Apr/2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,OL,187,"1,00,000",00800,2770121
520,15/Apr/2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,OL,174,"1,00,000",00800,2770121
521,15/Apr/2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,OL,179,"1,00,000",00800,2770121
522,15/Apr/2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,OL,165,"1,00,000",00800,2770121
523,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4314,"1,00,00,000",00691,4567455
524,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4318,"1,00,00,000",00691,4567455
525,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4316,"1,00,00,000",00691,4567455
526,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,3676,"1,00,00,000",00691,4567455
527,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,3679,"1,00,00,000",00691,4567455
528,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,3680,"1,00,00,000",00691,4567455
529,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,3682,"1,00,00,000",00691,4567455
530,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,3681,"1,00,00,000",00691,4567455
531,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,2617,"1,00,00,000",00691,4567455
532,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,2602,"1,00,00,000",00691,4567455
533,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,2594,"1,00,00,000",00691,4567455
534,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,2595,"1,00,00,000",00691,4567455
535,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4512,"1,00,00,000",00691,4567455
536,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4519,"1,00,00,000",00691,4567455
537,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,2597,"1,00,00,000",00691,4567455
538,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4532,"1,00,00,000",00691,4567455
539,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4511,"1,00,00,000",00691,4567455
540,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4533,"1,00,00,000",00691,4567455
541,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4523,"1,00,00,000",00691,4567455
542,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4508,"1,00,00,000",00691,4567455
543,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4530,"1,00,00,000",00691,4567455
544,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4514,"1,00,00,000",00691,4567455
545,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4516,"1,00,00,000",00691,4567455
546,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4534,"1,00,00,000",00691,4567455
547,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,2598,"1,00,00,000",00691,4567455
548,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4520,"1,00,00,000",00691,4567455
549,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4513,"1,00,00,000",00691,4567455
550,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4515,"1,00,00,000",00691,4567455
551,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4524,"1,00,00,000",00691,4567455
552,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,2599,"1,00,00,000",00691,4567455
553,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4517,"1,00,00,000",00691,4567455
554,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4521,"1,00,00,000",00691,4567455
555,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4527,"1,00,00,000",00691,4567455
556,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,2600,"1,00,00,000",00691,4567455
557,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4529,"1,00,00,000",00691,4567455
558,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4525,"1,00,00,000",00691,4567455
559,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4531,"1,00,00,000",00691,4567455
560,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4522,"1,00,00,000",00691,4567455
561,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4528,"1,00,00,000",00691,4567455
562,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5165,"1,00,00,000",00691,4567455
563,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5167,"1,00,00,000",00691,4567455
564,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5166,"1,00,00,000",00691,4567455
565,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5259,"1,00,00,000",00691,4567455
566,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,6871,"10,00,000",00691,4567455
567,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,6865,"10,00,000",00691,4567455
568,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,6863,"10,00,000",00691,4567455
569,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,6867,"10,00,000",00691,4567455
570,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,6869,"10,00,000",00691,4567455
571,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12372,"10,00,000",00691,4567455
572,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12366,"10,00,000",00691,4567455
573,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12380,"10,00,000",00691,4567455
574,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12382,"10,00,000",00691,4567455
575,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12376,"10,00,000",00691,4567455
576,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12374,"10,00,000",00691,4567455
577,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12368,"10,00,000",00691,4567455
578,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12370,"10,00,000",00691,4567455
579,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12378,"10,00,000",00691,4567455
580,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12362,"10,00,000",00691,4567455
581,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12360,"10,00,000",00691,4567455
582,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12377,"10,00,000",00691,4567455
583,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12364,"10,00,000",00691,4567455
584,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12381,"10,00,000",00691,4567455
585,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12379,"10,00,000",00691,4567455
586,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12803,"10,00,000",00691,4567455
587,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12491,"10,00,000",00691,4567455
588,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12497,"10,00,000",00691,4567455
589,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12801,"10,00,000",00691,4567455
590,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12493,"10,00,000",00691,4567455
591,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11226,"10,00,000",00691,4567455
592,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11229,"10,00,000",00691,4567455
593,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11231,"10,00,000",00691,4567455
594,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11230,"10,00,000",00691,4567455
595,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11227,"10,00,000",00691,4567455
596,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11250,"10,00,000",00691,4567455
597,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11254,"10,00,000",00691,4567455
598,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11260,"10,00,000",00691,4567455
599,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11256,"10,00,000",00691,4567455
600,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11258,"10,00,000",00691,4567455
601,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11252,"10,00,000",00691,4567455
602,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11251,"10,00,000",00691,4567455
603,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11259,"10,00,000",00691,4567455
604,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11257,"10,00,000",00691,4567455
605,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11253,"10,00,000",00691,4567455
606,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,3231,"10,00,000",00691,4567455
607,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,3237,"10,00,000",00691,4567455
608,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,3241,"10,00,000",00691,4567455
609,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,3240,"10,00,000",00691,4567455
610,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,3227,"10,00,000",00691,4567455
611,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,3235,"10,00,000",00691,4567455
612,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,3239,"10,00,000",00691,4567455
613,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,3242,"10,00,000",00691,4567455
614,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,3229,"10,00,000",00691,4567455
615,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,3233,"10,00,000",00691,4567455
616,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12026,"10,00,000",00691,4567455
617,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12028,"10,00,000",00691,4567455
618,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12022,"10,00,000",00691,4567455
619,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12027,"10,00,000",00691,4567455
620,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12024,"10,00,000",00691,4567455
621,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,10900,"10,00,000",00691,4567455
622,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,10899,"10,00,000",00691,4567455
623,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,10901,"10,00,000",00691,4567455
624,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,10898,"10,00,000",00691,4567455
625,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,10897,"10,00,000",00691,4567455
626,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,9424,"10,00,000",00691,4567455
627,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,9421,"10,00,000",00691,4567455
628,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,9427,"10,00,000",00691,4567455
629,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,9419,"10,00,000",00691,4567455
630,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,9415,"10,00,000",00691,4567455
631,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,9423,"10,00,000",00691,4567455
632,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,9425,"10,00,000",00691,4567455
633,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,9422,"10,00,000",00691,4567455
634,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,9426,"10,00,000",00691,4567455
635,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,9420,"10,00,000",00691,4567455
636,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3063,"1,00,000",00691,4567455
637,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3073,"1,00,000",00691,4567455
638,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3085,"1,00,000",00691,4567455
639,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3071,"1,00,000",00691,4567455
640,15/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3097,"1,00,000",00691,4567455
641,15/Apr/2019,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,2604,"1,00,00,000",00800,2770121
642,15/Apr/2019,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5361,"1,00,00,000",00800,2770121
643,15/Apr/2019,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5734,"1,00,00,000",00800,2770121
644,15/Apr/2019,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5740,"1,00,00,000",00800,2770121
645,15/Apr/2019,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5742,"1,00,00,000",00800,2770121
646,15/Apr/2019,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5737,"1,00,00,000",00800,2770121
647,15/Apr/2019,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5745,"1,00,00,000",00800,2770121
648,15/Apr/2019,JANATA DAL ( SECULAR ),*******3286,TL,11222,"10,00,000",00691,3627829
649,15/Apr/2019,JANATA DAL ( SECULAR ),*******3286,TL,11224,"10,00,000",00691,3627829
650,15/Apr/2019,JANATA DAL ( SECULAR ),*******3286,TL,11221,"10,00,000",00691,3627829
651,15/Apr/2019,JANATA DAL ( SECULAR ),*******3286,TL,11225,"10,00,000",00691,3627829
652,15/Apr/2019,JANATA DAL ( SECULAR ),*******3286,TL,11223,"10,00,000",00691,3627829
653,15/Apr/2019,JANATA DAL ( SECULAR ),*******3286,TL,7528,"10,00,000",00691,3627829
654,15/Apr/2019,JANATA DAL ( SECULAR ),*******3286,TL,7530,"10,00,000",00691,3627829
655,15/Apr/2019,JANATA DAL ( SECULAR ),*******3286,TL,7526,"10,00,000",00691,3627829
656,15/Apr/2019,JANATA DAL ( SECULAR ),*******3286,TL,7524,"10,00,000",00691,3627829
657,15/Apr/2019,JANATA DAL ( SECULAR ),*******3286,TL,7531,"10,00,000",00691,3627829
658,15/Apr/2019,JANATA DAL ( SECULAR ),*******3286,TL,12038,"10,00,000",00691,3627829
659,15/Apr/2019,JANATA DAL ( SECULAR ),*******3286,TL,12045,"10,00,000",00691,3627829
660,15/Apr/2019,JANATA DAL ( SECULAR ),*******3286,TL,12041,"10,00,000",00691,3627829
661,15/Apr/2019,JANATA DAL ( SECULAR ),*******3286,TL,12036,"10,00,000",00691,3627829
662,15/Apr/2019,JANATA DAL ( SECULAR ),*******3286,TL,12043,"10,00,000",00691,3627829
663,15/Apr/2019,JANATA DAL ( SECULAR ),*******3286,TL,12040,"10,00,000",00691,3627829
664,15/Apr/2019,JANATA DAL ( SECULAR ),*******3286,TL,12042,"10,00,000",00691,3627829
665,15/Apr/2019,JANATA DAL ( SECULAR ),*******3286,TL,12037,"10,00,000",00691,3627829
666,15/Apr/2019,JANATA DAL ( SECULAR ),*******3286,TL,12035,"10,00,000",00691,3627829
667,15/Apr/2019,JANATA DAL ( SECULAR ),*******3286,TL,12039,"10,00,000",00691,3627829
668,15/Apr/2019,JANATA DAL ( SECULAR ),*******3286,TL,7529,"10,00,000",00691,3627829
669,15/Apr/2019,JANATA DAL ( SECULAR ),*******3286,TL,7527,"10,00,000",00691,3627829
670,15/Apr/2019,JANATA DAL ( SECULAR ),*******3286,TL,12033,"10,00,000",00691,3627829
671,15/Apr/2019,JANATA DAL ( SECULAR ),*******3286,TL,7525,"10,00,000",00691,3627829
672,15/Apr/2019,JANATA DAL ( SECULAR ),*******3286,TL,7532,"10,00,000",00691,3627829
673,15/Apr/2019,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,TL,6856,"10,00,000",00300,6283527
674,15/Apr/2019,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,TL,6854,"10,00,000",00300,6283527
675,15/Apr/2019,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,TL,6858,"10,00,000",00300,6283527
676,15/Apr/2019,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,TL,6862,"10,00,000",00300,6283527
677,15/Apr/2019,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,TL,6860,"10,00,000",00300,6283527
678,15/Apr/2019,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,TL,12420,"10,00,000",00300,6283527
679,15/Apr/2019,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,TL,12436,"10,00,000",00300,6283527
680,15/Apr/2019,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,TL,12440,"10,00,000",00300,6283527
681,15/Apr/2019,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,TL,12432,"10,00,000",00300,6283527
682,15/Apr/2019,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,TL,12438,"10,00,000",00300,6283527
